"cluster_size" "start" "end" "number" "p_value"
"X322" 159 322 480 39 2.89321452013933e-18
"X322" 170 322 491 40 3.64022568054432e-18
"X322" 264 322 585 48 8.90658187184228e-18
"X322" 155 322 476 38 9.58747229717505e-18
"X302" 179 302 480 40 2.09506059723922e-17
"X302" 190 302 491 41 2.29999356560068e-17
"X302" 284 302 585 49 2.71230819888881e-17
"X322" 261 322 582 47 3.49958636617351e-17
"X322" 152 322 473 37 3.87300441477885e-17
"X329" 152 329 480 37 3.87300441477885e-17
"X329" 163 329 491 38 4.87409588315011e-17
"X302" 175 302 476 39 6.92010521649252e-17
"X268" 318 268 585 51 8.18730439878689e-17
"X335" 146 335 480 36 8.29505669969647e-17
"X302" 281 302 582 48 1.04546948304296e-16
"X335" 157 335 491 37 1.07003142173597e-16
"X322" 199 322 520 41 1.12651472736632e-16
"X322" 233 322 554 44 1.13933217261307e-16
"X329" 257 329 585 46 1.16757145792644e-16
"X329" 148 329 476 36 1.25778555862275e-16
"X322" 223 322 544 43 1.4615591786278e-16
"X276" 310 276 585 50 1.61587065927995e-16
"X268" 224 268 491 43 1.71343219120754e-16
"X322" 260 322 581 46 1.80816913933274e-16
"X268" 213 268 480 42 1.82711337189503e-16
"X322" 150 322 471 36 1.89478079602583e-16
"X340" 141 340 480 35 2.16541915846527e-16
"X322" 215 322 536 42 2.52843709660899e-16
"X335" 142 335 476 35 2.67167551731512e-16
"X302" 172 302 473 38 2.72424444900959e-16
"X340" 152 340 491 36 2.83629559849061e-16
"X335" 251 335 585 45 2.87059341126732e-16
"X276" 216 276 491 42 2.97031525424855e-16
"X268" 315 268 582 50 3.08571849230787e-16
"X276" 205 276 480 41 3.09991770988992e-16
"X347" 134 347 480 34 3.64741223353112e-16
"X302" 253 302 554 45 3.84403488970032e-16
"X329" 254 329 582 45 4.44359720422648e-16
"X302" 219 302 520 42 4.78988503427984e-16
"X329" 145 329 473 35 4.96663883093408e-16
"X347" 145 347 491 35 4.96663883093408e-16
"X302" 280 302 581 47 5.2034259808906e-16
"X302" 243 302 544 44 5.20527049428099e-16
"X268" 209 268 476 41 5.96917781933229e-16
"X276" 307 276 582 49 6.04024795535947e-16
"X340" 137 340 476 34 6.91364763263315e-16
"X353" 128 353 480 33 7.47940339297212e-16
"X322" 258 322 579 45 7.87969545852483e-16
"X340" 246 340 585 44 8.08977214957654e-16
"X302" 235 302 536 43 9.32319780701806e-16
"X276" 201 276 476 40 1.00687325274774e-15
"X335" 139 335 473 34 1.04938621388499e-15
"X353" 139 353 491 34 1.04938621388499e-15
"X335" 248 335 582 44 1.08146382117738e-15
"X347" 130 347 476 33 1.15556337916759e-15
"X302" 170 302 471 37 1.26912776081732e-15
"X268" 287 268 554 47 1.32933346816698e-15
"X329" 192 329 520 39 1.41432187390151e-15
"X329" 226 329 554 42 1.41710352952606e-15
"X268" 314 268 581 49 1.46701145763551e-15
"X347" 239 347 585 43 1.68551047164336e-15
"X329" 216 329 544 41 1.81293516335582e-15
"X268" 277 268 544 46 1.92722205447837e-15
"X302" 278 302 579 46 2.20259268689622e-15
"X268" 253 268 520 44 2.20696046369383e-15
"X329" 253 329 581 44 2.20696046369383e-15
"X268" 206 268 473 40 2.26195538552136e-15
"X353" 124 353 476 32 2.35003771140546e-15
"X329" 143 329 471 34 2.36800451716546e-15
"X276" 279 276 554 46 2.51580294416116e-15
"X340" 134 340 473 33 2.69564825294895e-15
"X276" 306 276 581 48 2.85115078028789e-15
"X340" 243 340 582 43 3.01064987589337e-15
"X329" 208 329 536 40 3.10599865658128e-15
"X335" 186 335 520 38 3.23577113948812e-15
"X335" 220 335 554 41 3.35439046286346e-15
"X268" 269 268 536 45 3.60373345656329e-15
"X276" 269 276 544 45 3.60373345656329e-15
"X355" 126 355 480 32 3.628492436418e-15
"X276" 198 276 473 39 3.80343766020883e-15
"X276" 245 276 520 43 4.00602401721583e-15
"X353" 233 353 585 42 4.02694676653909e-15
"X335" 210 335 544 40 4.24928709540669e-15
"X347" 127 347 473 32 4.49515452317577e-15
"X335" 137 335 471 33 4.9913342775784e-15
"X355" 137 355 491 33 4.9913342775784e-15
"X335" 247 335 581 43 5.31520516314997e-15
"X268" 312 268 579 48 5.99494911888189e-15
"X347" 236 347 582 42 6.22678865737058e-15
"X322" 148 322 469 34 6.31172848544544e-15
"X276" 261 276 536 44 6.66798435106006e-15
"X335" 202 335 536 39 7.20980476039096e-15
"X370" 111 370 480 30 7.35901406121754e-15
"X340" 181 340 520 37 8.68266396008987e-15
"X353" 121 353 473 31 9.10174895257311e-15
"X340" 215 340 554 40 9.15773187733643e-15
"X329" 251 329 579 43 9.27836307878882e-15
"X268" 204 268 471 39 9.86955793961495e-15
"X355" 122 355 476 31 1.12943119364641e-14
"X370" 122 370 491 31 1.12943119364641e-14
"X340" 205 340 544 39 1.15311896145034e-14
"X276" 304 276 579 47 1.15635692561604e-14
"X340" 132 340 471 32 1.27438081665194e-14
"X340" 242 340 581 42 1.45902645863796e-14
"X353" 230 353 582 41 1.47370015212718e-14
"X347" 174 347 520 36 1.6462295672379e-14
"X276" 196 276 471 38 1.65852750788723e-14
"X355" 231 355 585 41 1.70132794489451e-14
"X347" 208 347 554 39 1.8289734665736e-14
"X340" 197 340 536 38 1.94208978775001e-14
"X347" 125 347 471 31 2.13182547651186e-14
"X356" 125 356 480 31 2.13182547651186e-14
"X335" 245 335 579 42 2.21165054657889e-14
"X370" 107 370 476 29 2.25361140452769e-14
"X374" 107 374 480 29 2.25361140452769e-14
"X347" 198 347 544 38 2.27191623388841e-14
"X399" 82 399 480 26 2.33385543633083e-14
"X356" 136 356 491 32 2.83822611333647e-14
"X322" 339 322 660 49 2.87481870974214e-14
"X347" 235 347 581 41 2.99912425049113e-14
"X374" 118 374 491 30 3.48555287471793e-14
"X302" 168 302 469 35 3.66120558206658e-14
"X353" 168 353 520 35 3.66120558206658e-14
"X347" 190 347 536 37 3.7814409278984e-14
"X353" 202 353 554 38 4.21436270799888e-14
"X353" 119 353 471 30 4.31451585750028e-14
"X355" 119 355 473 30 4.31451585750028e-14
"X388" 93 388 480 27 4.89723027063161e-14
"X399" 93 399 491 27 4.89723027063161e-14
"X353" 192 353 544 37 5.18396033535213e-14
"X302" 359 302 660 50 5.50518325035278e-14
"X340" 240 340 579 41 5.99118325288853e-14
"X370" 216 370 585 39 6.0188245872755e-14
"X355" 228 355 582 40 6.10855966156998e-14
"X356" 121 356 476 30 6.56959839352187e-14
"X399" 78 399 476 25 6.78635378255885e-14
"X374" 103 374 476 28 6.84393915682636e-14
"X353" 229 353 581 40 7.02929749353212e-14
"X322" 131 322 452 31 7.20885197884731e-14
"X329" 141 329 469 32 7.43131242378861e-14
"X356" 230 356 585 40 8.08265115709123e-14
"X353" 184 353 536 36 8.5463760500508e-14
"X370" 104 370 473 28 8.60901800860997e-14
"X377" 104 377 480 28 8.60901800860997e-14
"X388" 104 388 491 28 8.60901800860997e-14
"X268" 393 268 660 52 9.13716834850409e-14
"X347" 233 347 579 40 1.22326512270195e-13
"X322" 144 322 465 32 1.29863916560402e-13
"X377" 115 377 491 29 1.31983318380139e-13
"X388" 89 388 476 26 1.45658506349787e-13
"X335" 135 335 469 31 1.56644439980853e-13
"X355" 166 355 520 34 1.59173079010288e-13
"X355" 200 355 554 37 1.76063827737764e-13
"X276" 385 276 660 51 1.83225176645111e-13
"X374" 212 374 585 38 1.85308013136205e-13
"X355" 117 355 471 29 2.00757887587556e-13
"X370" 213 370 582 38 2.13863809709177e-13
"X355" 190 355 544 36 2.18057950626951e-13
"X268" 202 268 469 37 2.36776578099758e-13
"X356" 118 356 473 29 2.46818774220271e-13
"X399" 75 399 473 24 2.57932329047271e-13
"X374" 100 374 473 27 2.59375377043628e-13
"X377" 100 377 476 27 2.59375377043628e-13
"X353" 227 353 579 39 2.83952281998971e-13
"X355" 227 355 581 39 2.83952281998971e-13
"X356" 227 356 582 39 2.83952281998971e-13
"X329" 332 329 660 47 2.97072080314689e-13
"X355" 182 355 536 35 3.59662844849853e-13
"X340" 130 340 469 30 3.95646861776575e-13
"X276" 194 276 469 36 3.99102539953158e-13
"X370" 102 370 471 27 4.07375075490677e-13
"X302" 151 302 452 32 4.53236594073726e-13
"X370" 151 370 520 32 4.53236594073726e-13
"X322" 456 322 777 55 4.66904101921452e-13
"X388" 86 388 473 25 5.51169114287948e-13
"X370" 185 370 554 35 5.70689801210376e-13
"X374" 209 374 582 37 6.49406125739744e-13
"X377" 209 377 585 37 6.49406125739744e-13
"X302" 476 302 777 56 6.69201400996811e-13
"X347" 123 347 469 29 6.72663512687215e-13
"X302" 164 302 465 33 6.77480504816628e-13
"X370" 175 370 544 34 6.84689825033124e-13
"X335" 326 335 660 46 7.09947570057686e-13
"X388" 198 388 585 36 7.19417384575005e-13
"X410" 71 410 480 23 7.37210858031636e-13
"X268" 510 268 777 58 7.47380128269969e-13
"X399" 187 399 585 35 7.72421411711075e-13
"X356" 165 356 520 33 7.9725583067938e-13
"X329" 124 329 452 29 8.17259547827032e-13
"X356" 199 356 554 36 8.31672551994112e-13
"X377" 97 377 473 26 9.7300893925785e-13
"X370" 212 370 581 37 9.87947159973769e-13
"X356" 189 356 544 35 1.04130941926556e-12
"X370" 167 370 536 33 1.10011915527008e-12
"X355" 225 355 579 38 1.12117307978506e-12
"X356" 116 356 471 28 1.12139123447217e-12
"X374" 98 374 471 26 1.21791023845361e-12
"X400" 81 400 480 24 1.25621058734779e-12
"X399" 73 399 471 23 1.27686168886907e-12
"X356" 226 356 581 38 1.28069653461699e-12
"X353" 117 353 469 28 1.36918437358761e-12
"X374" 147 374 520 31 1.37553706282942e-12
"X329" 137 329 465 30 1.44742375116523e-12
"X322" 127 322 448 29 1.44958626552121e-12
"X276" 502 276 777 57 1.54561541252178e-12
"X415" 66 415 480 22 1.56813036187693e-12
"X410" 82 410 491 24 1.61411321596031e-12
"X335" 118 335 452 28 1.66836145183753e-12
"X322" 503 322 824 57 1.6819486969645e-12
"X356" 181 356 536 34 1.72227246552147e-12
"X374" 181 374 554 34 1.72227246552147e-12
"X340" 321 340 660 45 1.86997040309164e-12
"X374" 171 374 544 33 2.06564439284982e-12
"X410" 67 410 476 22 2.08553155259225e-12
"X268" 557 268 824 60 2.21361832739406e-12
"X302" 523 302 824 58 2.21979787476619e-12
"X377" 206 377 582 36 2.23851244682995e-12
"X400" 92 400 491 25 2.29903747396915e-12
"X322" 491 322 812 56 2.4544770161352e-12
"X388" 195 388 582 35 2.49309955683027e-12
"X388" 84 388 471 24 2.63713155782563e-12
"X399" 184 399 582 34 2.69335467276015e-12
"X374" 208 374 581 36 2.94754598649698e-12
"X335" 131 335 465 29 3.0363123669617e-12
"X268" 185 268 452 34 3.11997574568333e-12
"X302" 511 302 812 57 3.27989455603007e-12
"X374" 163 374 536 32 3.30709887103612e-12
"X268" 545 268 812 59 3.34249231728469e-12
"X399" 122 399 520 28 3.60685318535264e-12
"X400" 77 400 476 23 3.64300023915089e-12
"X415" 77 415 491 23 3.64300023915089e-12
"X322" 401 322 722 50 3.77489579246381e-12
"X268" 198 268 465 35 3.80972971738317e-12
"X370" 210 370 579 36 3.86830855591678e-12
"X347" 314 347 660 44 3.93201106486408e-12
"X340" 113 340 452 27 4.10378071058342e-12
"X322" 433 322 754 52 4.18271940051916e-12
"X329" 449 329 777 53 4.26845059578325e-12
"X388" 133 388 520 29 4.35014397627348e-12
"X415" 62 415 476 21 4.37025603229446e-12
"X377" 95 377 471 25 4.51040707569005e-12
"X276" 549 276 824 59 4.5933763690653e-12
"X377" 144 377 520 30 4.90026089263305e-12
"X356" 224 356 579 37 4.92460425229419e-12
"X276" 177 276 452 33 5.14043856268353e-12
"X302" 421 302 722 51 5.77592690821054e-12
"X377" 178 377 554 33 5.96171951315127e-12
"X302" 453 302 754 53 6.05074056064945e-12
"X322" 453 322 774 53 6.05074056064945e-12
"X355" 115 355 469 27 6.06925639869842e-12
"X399" 156 399 554 31 6.12251837796962e-12
"X388" 167 388 554 32 6.1658428751538e-12
"X276" 190 276 465 34 6.41357127622045e-12
"X347" 106 347 452 26 6.69517999714365e-12
"X399" 146 399 544 30 6.85197252315125e-12
"X276" 537 276 812 58 6.87450705345175e-12
"X268" 487 268 754 55 6.95719174696255e-12
"X388" 157 388 544 31 7.18035033048105e-12
"X377" 168 377 544 32 7.18421192309319e-12
"X268" 455 268 722 53 7.19248189560384e-12
"X322" 424 322 745 51 7.56098520420266e-12
"X322" 126 322 447 28 7.56943976071021e-12
"X340" 126 340 465 28 7.56943976071021e-12
"X410" 64 410 473 21 7.75687169055658e-12
"X302" 147 302 448 30 8.08543293089031e-12
"X302" 473 302 774 54 8.44666581740225e-12
"X353" 308 353 660 43 9.11570524874802e-12
"X268" 507 268 774 56 9.24593876726109e-12
"X377" 205 377 581 35 9.93705356242325e-12
"X335" 443 335 777 52 1.00943258643853e-11
"X399" 138 399 536 29 1.03937353186017e-11
"X302" 444 302 745 52 1.10071805648742e-11
"X388" 149 388 536 30 1.1212395916312e-11
"X388" 194 388 581 34 1.1223111810662e-11
"X374" 206 374 579 35 1.13571350138346e-11
"X377" 160 377 536 31 1.14967620028789e-11
"X399" 183 399 581 33 1.23194915770663e-11
"X268" 478 268 745 54 1.28242876616277e-11
"X347" 119 347 465 27 1.29618966353117e-11
"X353" 100 353 452 25 1.31406865854021e-11
"X370" 100 370 469 25 1.31406865854021e-11
"X400" 74 400 473 22 1.35080174916392e-11
"X276" 479 276 754 54 1.39309476926828e-11
"X276" 447 276 722 52 1.42483114767566e-11
"X329" 496 329 824 55 1.45744226152996e-11
"X329" 120 329 448 27 1.55946809892789e-11
"X415" 59 415 473 20 1.61592031323874e-11
"X276" 499 276 774 55 1.85696952600718e-11
"X400" 186 400 585 33 1.881865843786e-11
"X329" 484 329 812 54 2.09956747518211e-11
"X410" 176 410 585 32 2.3462390554979e-11
"X276" 470 276 745 53 2.54376063825683e-11
"X340" 438 340 777 51 2.56748968785557e-11
"X353" 113 353 465 26 2.6361073503561e-11
"X322" 123 322 444 27 2.68619923425795e-11
"X355" 306 355 660 42 3.17410988012722e-11
"X335" 114 335 448 26 3.17965352446054e-11
"X356" 114 356 469 26 3.17965352446054e-11
"X329" 394 329 722 48 3.2475360355994e-11
"X335" 490 335 824 54 3.40776214897119e-11
"X329" 426 329 754 50 3.54935657397075e-11
"X377" 203 377 579 34 3.75355624489063e-11
"X410" 62 410 471 20 3.7816013429075e-11
"X374" 96 374 469 24 3.86291972252058e-11
